Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32	Total
OG0000524	1	1	2	1	1	1	1	1	1	10
OG0000525	1	1	2	1	1	1	1	1	1	10
OG0000526	1	1	2	1	1	1	1	1	1	10
OG0000527	1	1	2	1	1	1	1	1	1	10
OG0000528	1	1	2	1	1	1	1	1	1	10
OG0000529	1	1	1	1	1	2	1	2	0	10
OG0000530	1	2	1	1	1	0	1	1	2	10
OG0000531	1	1	1	1	1	1	1	2	1	10
OG0000532	1	1	1	1	1	2	1	1	1	10
OG0000533	1	1	1	1	1	1	1	1	2	10
OG0000534	1	1	1	2	1	1	1	1	1	10
OG0000535	1	1	1	2	1	1	1	1	1	10
OG0000536	1	1	1	1	1	2	1	1	1	10
OG0000537	1	1	2	1	1	1	2	1	0	10
OG0000538	1	1	2	1	1	1	1	1	1	10
OG0000539	1	1	1	2	1	1	1	1	1	10
OG0000540	1	1	1	1	1	1	1	2	1	10
OG0000541	1	1	1	1	1	1	1	2	1	10
OG0000542	1	1	1	1	1	1	2	1	1	10
OG0000543	1	1	1	2	1	1	1	1	1	10
OG0000544	1	1	1	1	1	1	1	1	2	10
OG0000545	1	1	1	1	1	2	1	1	1	10
OG0000546	1	1	1	1	1	2	1	1	1	10
OG0000547	1	1	1	2	1	1	1	1	1	10
OG0000548	2	1	1	1	1	1	1	1	1	10
OG0000549	1	1	2	1	1	1	1	1	1	10
OG0000550	1	1	2	1	1	1	1	1	1	10
OG0000551	1	1	1	2	1	1	1	1	1	10
OG0000552	1	1	2	1	1	1	1	1	1	10
OG0000553	1	1	2	1	1	1	1	1	1	10
OG0000554	1	1	2	1	1	1	1	1	1	10
OG0000555	1	1	2	1	1	1	1	1	1	10
OG0000556	1	1	1	1	1	2	1	1	1	10
OG0000557	1	1	1	1	1	1	2	1	1	10
OG0000558	1	1	1	1	1	2	1	1	1	10
OG0000559	1	1	1	1	1	2	1	1	1	10
OG0000560	1	1	1	1	1	2	1	1	1	10
OG0000561	1	1	1	1	1	2	1	1	1	10
OG0000562	1	1	2	1	1	0	2	1	1	10
OG0000563	1	1	1	1	1	1	1	1	2	10
OG0000564	1	1	1	2	1	0	1	1	2	10
OG0000565	1	1	1	1	1	2	1	1	1	10
OG0000566	1	1	1	1	1	2	1	1	1	10
OG0000567	1	1	1	2	1	1	1	1	1	10
OG0000568	1	1	1	1	1	1	2	1	1	10
OG0000569	1	1	1	1	1	1	1	1	2	10
OG0000570	1	1	1	1	1	2	1	1	1	10
OG0000571	1	1	1	2	1	1	1	1	1	10
OG0000572	1	1	1	1	1	2	1	1	1	10
OG0000573	1	1	1	1	1	1	1	2	1	10
OG0000574	1	1	1	1	1	1	2	1	1	10
OG0000575	1	1	1	2	1	1	1	1	1	10
OG0000576	1	1	2	1	1	1	1	1	1	10
OG0000577	0	1	2	1	2	1	0	2	1	10
OG0000578	0	2	2	1	2	0	2	1	0	10
OG0000579	0	2	1	1	1	1	1	1	2	10
OG0000580	0	1	1	1	1	0	1	4	1	10
OG0000581	0	2	1	2	1	1	1	1	1	10
OG0000582	0	2	1	1	1	1	1	1	2	10
OG0000583	0	2	1	1	1	0	1	2	2	10
OG0000584	0	2	1	3	1	0	1	2	0	10
OG0000585	0	1	1	2	1	1	1	2	1	10
OG0000586	0	1	1	3	1	1	1	1	1	10
OG0000587	0	1	1	1	1	3	1	1	1	10
OG0000588	0	1	1	1	1	3	1	1	1	10
OG0000589	0	1	1	1	1	2	2	1	1	10
OG0000590	0	1	1	1	1	0	3	1	2	10
OG0000591	0	2	1	0	1	0	3	2	1	10
OG0000592	0	1	2	1	1	2	1	1	1	10
OG0000593	0	1	3	1	2	0	0	2	1	10
OG0000594	0	1	1	3	1	1	0	2	1	10
OG0000595	0	1	0	4	0	1	2	0	2	10
OG0000596	0	1	0	2	1	0	4	1	1	10
OG0000597	0	1	1	3	1	1	1	1	1	10
OG0000598	0	1	0	1	5	3	0	0	0	10
OG0000599	0	0	1	1	1	5	1	1	0	10
OG0000600	0	0	1	1	7	0	1	0	0	10
OG0000601	0	0	0	7	2	0	0	1	0	10
OG0000602	2	1	1	1	1	1	1	1	0	9
OG0000603	1	1	1	1	1	1	1	1	1	9
OG0000604	1	1	1	1	1	1	1	1	1	9
OG0000605	1	1	1	1	1	1	1	1	1	9
OG0000606	1	1	1	1	1	1	1	1	1	9
OG0000607	1	1	1	1	1	1	1	1	1	9
OG0000608	1	1	1	1	1	1	1	1	1	9
OG0000609	1	1	1	1	1	1	1	1	1	9
OG0000610	1	1	1	1	1	1	1	1	1	9
OG0000611	1	1	1	1	1	1	1	1	1	9
OG0000612	1	1	1	1	1	1	1	1	1	9
OG0000613	1	1	1	1	1	1	1	1	1	9
OG0000614	1	1	1	1	1	1	1	1	1	9
OG0000615	1	1	1	1	1	1	1	1	1	9
OG0000616	1	1	1	1	1	1	1	1	1	9
OG0000617	1	1	1	1	1	0	1	2	1	9
OG0000618	1	1	1	1	1	1	1	1	1	9
OG0000619	1	1	1	1	1	1	1	1	1	9
OG0000620	1	1	1	1	1	1	1	1	1	9
OG0000621	1	1	1	2	1	0	1	1	1	9
OG0000622	1	1	1	1	1	1	1	1	1	9
OG0000623	1	1	1	1	1	1	1	1	1	9
OG0000624	1	1	1	1	1	1	1	1	1	9
OG0000625	1	1	1	1	1	1	1	1	1	9
OG0000626	1	1	1	1	1	1	1	1	1	9
OG0000627	1	1	1	1	1	1	1	1	1	9
OG0000628	1	1	1	1	1	1	1	1	1	9
OG0000629	1	1	1	1	1	1	1	1	1	9
OG0000630	1	1	1	1	1	1	1	1	1	9
OG0000631	1	1	1	1	1	1	1	1	1	9
OG0000632	1	1	1	1	1	1	1	1	1	9
OG0000633	1	1	1	1	1	1	1	1	1	9
OG0000634	1	1	1	1	1	1	1	1	1	9
OG0000635	1	1	1	1	1	1	1	1	1	9
OG0000636	1	1	1	1	1	1	1	1	1	9
OG0000637	1	1	1	1	1	1	1	1	1	9
OG0000638	1	1	1	1	1	1	1	1	1	9
OG0000639	1	1	1	1	1	1	1	1	1	9
OG0000640	1	1	1	1	1	1	1	1	1	9
OG0000641	1	1	1	1	1	1	1	1	1	9
OG0000642	1	1	1	1	1	1	1	1	1	9
OG0000643	1	1	1	1	1	1	1	1	1	9
OG0000644	1	1	1	1	1	1	1	1	1	9
OG0000645	1	1	1	1	1	1	1	1	1	9
OG0000646	1	1	1	1	1	1	1	1	1	9
OG0000647	1	1	1	1	1	1	1	1	1	9
OG0000648	1	1	1	1	1	1	1	1	1	9
OG0000649	1	1	1	1	1	1	1	1	1	9
OG0000650	1	1	1	1	1	1	1	1	1	9
OG0000651	2	1	1	1	1	1	0	1	1	9
OG0000652	2	1	1	1	1	1	0	1	1	9
OG0000653	1	1	1	1	1	1	1	1	1	9
OG0000654	1	1	1	1	1	1	1	1	1	9
OG0000655	1	1	1	1	1	1	1	1	1	9
OG0000656	1	1	1	1	1	1	1	1	1	9
OG0000657	1	1	1	1	1	1	1	1	1	9
OG0000658	1	1	1	1	1	1	1	1	1	9
OG0000659	1	1	1	1	1	1	1	1	1	9
OG0000660	1	1	1	1	1	1	1	1	1	9
OG0000661	1	1	1	1	1	1	1	1	1	9
OG0000662	1	1	1	1	1	1	1	1	1	9
OG0000663	1	1	1	1	1	1	1	1	1	9
OG0000664	1	1	1	1	1	1	1	1	1	9
OG0000665	1	1	1	1	1	1	1	1	1	9
OG0000666	1	1	1	1	1	1	1	1	1	9
OG0000667	1	1	1	1	1	1	1	1	1	9
OG0000668	1	1	1	1	1	1	1	1	1	9
OG0000669	1	1	1	1	1	1	1	1	1	9
OG0000670	1	0	1	1	1	1	1	1	2	9
OG0000671	1	1	1	1	1	1	1	1	1	9
OG0000672	1	1	1	1	1	1	1	1	1	9
OG0000673	1	1	1	1	1	1	1	1	1	9
OG0000674	1	1	1	1	1	1	1	1	1	9
OG0000675	1	1	1	1	1	1	1	1	1	9
OG0000676	1	1	1	1	1	1	1	1	1	9
OG0000677	1	1	1	1	1	1	1	1	1	9
OG0000678	1	1	1	1	1	1	1	1	1	9
OG0000679	1	1	1	1	1	1	1	1	1	9
OG0000680	1	1	1	1	1	1	1	1	1	9
OG0000681	1	1	1	1	1	1	1	1	1	9
OG0000682	1	1	1	1	1	1	1	1	1	9
OG0000683	2	1	1	1	1	0	1	1	1	9
OG0000684	2	1	1	1	1	0	1	1	1	9
OG0000685	2	1	1	1	1	0	1	1	1	9
OG0000686	2	1	1	1	1	0	1	1	1	9
OG0000687	1	1	1	1	1	2	1	1	0	9
OG0000688	2	1	1	1	1	0	1	1	1	9
OG0000689	1	1	1	1	1	1	1	1	1	9
OG0000690	1	1	1	1	1	1	1	1	1	9
OG0000691	1	1	1	2	1	0	1	1	1	9
OG0000692	1	1	1	1	1	1	1	1	1	9
OG0000693	1	1	1	1	1	1	1	1	1	9
OG0000694	1	1	1	1	1	1	1	1	1	9
OG0000695	1	1	1	1	1	1	1	1	1	9
OG0000696	1	1	1	1	1	1	1	1	1	9
OG0000697	1	1	0	1	0	1	1	3	1	9
OG0000698	1	1	1	1	1	1	1	1	1	9
OG0000699	1	1	1	1	1	1	1	1	1	9
OG0000700	1	1	1	1	1	1	1	1	1	9
OG0000701	1	1	1	1	1	1	1	1	1	9
OG0000702	3	1	1	0	1	1	0	1	1	9
OG0000703	1	1	1	1	1	1	1	1	1	9
OG0000704	1	1	1	1	1	1	1	1	1	9
OG0000705	1	1	1	1	1	1	1	1	1	9
OG0000706	1	1	1	0	1	2	1	1	1	9
OG0000707	1	1	1	1	1	1	1	1	1	9
OG0000708	1	1	1	1	1	1	1	1	1	9
OG0000709	1	1	1	1	1	1	1	1	1	9
OG0000710	1	1	1	1	1	1	1	1	1	9
OG0000711	1	1	1	1	1	2	1	1	0	9
OG0000712	1	1	1	1	1	1	1	1	1	9
OG0000713	1	1	1	1	1	1	1	1	1	9
OG0000714	1	1	1	1	1	1	1	1	1	9
OG0000715	1	1	1	1	1	1	1	1	1	9
OG0000716	1	1	1	1	1	1	1	1	1	9
OG0000717	1	1	1	1	1	1	1	1	1	9
OG0000718	1	1	2	1	1	1	1	1	0	9
OG0000719	1	1	2	1	1	1	1	1	0	9
OG0000720	1	1	1	1	1	1	1	1	1	9
OG0000721	1	1	1	1	1	1	1	1	1	9
OG0000722	1	1	1	1	1	1	1	1	1	9
OG0000723	1	1	1	1	1	1	1	1	1	9
OG0000724	1	1	1	1	1	1	1	1	1	9
OG0000725	1	1	1	1	1	1	1	1	1	9
OG0000726	1	1	1	1	1	1	1	1	1	9
OG0000727	1	1	1	1	1	1	1	1	1	9
OG0000728	1	1	1	1	1	1	1	1	1	9
OG0000729	1	1	1	1	1	1	1	1	1	9
OG0000730	1	1	1	1	1	1	1	1	1	9
OG0000731	1	1	1	1	1	1	1	1	1	9
OG0000732	1	1	1	1	1	1	1	1	1	9
OG0000733	1	1	1	1	1	1	1	1	1	9
OG0000734	1	1	1	1	1	2	1	1	0	9
OG0000735	1	1	1	1	1	1	1	1	1	9
OG0000736	1	1	1	1	1	1	1	1	1	9
OG0000737	1	1	1	1	1	1	1	1	1	9
OG0000738	1	1	1	1	1	1	1	1	1	9
OG0000739	1	1	1	1	1	1	1	1	1	9
OG0000740	1	1	1	1	1	1	1	1	1	9
OG0000741	1	1	1	1	1	1	1	1	1	9
OG0000742	1	1	1	1	1	1	1	1	1	9
OG0000743	1	1	1	1	1	1	1	1	1	9
OG0000744	1	1	1	1	1	1	1	1	1	9
OG0000745	1	1	1	1	1	1	1	1	1	9
OG0000746	1	1	1	1	1	1	1	1	1	9
OG0000747	1	1	1	1	1	1	1	1	1	9
OG0000748	1	1	1	1	1	1	1	1	1	9
OG0000749	1	1	1	1	1	1	1	1	1	9
OG0000750	1	1	1	2	1	1	1	1	0	9
OG0000751	1	1	1	1	1	0	2	1	1	9
OG0000752	1	1	1	1	1	1	1	1	1	9
OG0000753	1	1	1	1	1	1	1	1	1	9
OG0000754	1	1	1	1	1	1	1	1	1	9
OG0000755	2	1	1	0	1	0	1	1	2	9
OG0000756	1	1	1	1	1	1	1	1	1	9
OG0000757	1	1	1	1	1	1	1	1	1	9
OG0000758	1	1	1	1	1	1	1	1	1	9
OG0000759	1	1	1	1	1	1	1	1	1	9
OG0000760	1	1	1	1	1	1	1	1	1	9
OG0000761	1	1	1	1	1	1	1	1	1	9
OG0000762	1	1	1	1	1	1	1	1	1	9
OG0000763	1	1	1	1	1	1	1	1	1	9
OG0000764	1	1	1	1	1	1	1	1	1	9
OG0000765	1	1	1	1	1	1	1	1	1	9
OG0000766	1	1	1	1	1	1	1	1	1	9
OG0000767	1	1	1	1	1	1	1	1	1	9
OG0000768	1	1	1	1	1	1	1	1	1	9
OG0000769	1	1	1	1	1	1	1	1	1	9
OG0000770	1	1	1	1	1	1	1	1	1	9
OG0000771	1	1	1	1	1	1	1	1	1	9
OG0000772	1	1	1	1	1	1	1	1	1	9
OG0000773	1	1	1	1	1	1	1	1	1	9
OG0000774	1	1	1	1	1	1	1	1	1	9
OG0000775	1	1	1	1	1	1	1	1	1	9
OG0000776	1	1	1	1	1	1	1	1	1	9
OG0000777	1	1	1	1	1	1	1	1	1	9
OG0000778	1	1	1	1	1	1	1	1	1	9
OG0000779	1	1	1	1	1	1	1	1	1	9
OG0000780	1	1	1	1	1	1	1	1	1	9
OG0000781	1	1	1	1	1	1	1	1	1	9
OG0000782	1	1	1	1	1	1	1	1	1	9
OG0000783	1	1	1	1	1	1	1	1	1	9
OG0000784	1	1	1	1	2	0	1	1	1	9
OG0000785	3	1	1	2	1	0	0	0	1	9
OG0000786	1	1	1	1	1	1	1	1	1	9
OG0000787	1	1	1	1	1	1	1	1	1	9
OG0000788	1	1	1	1	1	1	1	1	1	9
OG0000789	1	1	1	1	1	1	1	1	1	9
OG0000790	1	1	1	1	1	1	1	1	1	9
OG0000791	1	1	1	1	1	1	1	1	1	9
OG0000792	1	1	1	1	1	1	1	1	1	9
OG0000793	1	1	1	1	1	1	1	1	1	9
OG0000794	6	0	0	0	0	3	0	0	0	9
OG0000795	1	1	1	1	1	1	1	1	1	9
OG0000796	1	1	2	1	1	1	0	1	1	9
OG0000797	1	1	1	2	1	1	1	1	0	9
OG0000798	1	1	1	1	1	1	1	1	1	9
OG0000799	1	1	1	1	1	1	1	1	1	9
OG0000800	1	1	1	1	1	1	1	1	1	9
OG0000801	1	1	1	1	1	1	1	1	1	9
OG0000802	1	1	1	1	1	1	1	1	1	9
OG0000803	1	1	1	1	1	1	1	1	1	9
OG0000804	1	1	1	1	1	1	1	1	1	9
OG0000805	1	1	1	1	1	1	1	1	1	9
OG0000806	1	1	1	1	1	1	1	1	1	9
OG0000807	1	1	1	1	1	1	1	1	1	9
OG0000808	1	1	1	1	1	1	1	1	1	9
OG0000809	1	1	1	1	1	1	1	1	1	9
OG0000810	1	1	1	1	1	1	1	1	1	9
OG0000811	1	1	1	1	1	1	1	1	1	9
OG0000812	1	1	1	1	1	1	1	1	1	9
OG0000813	1	1	1	1	1	1	1	1	1	9
OG0000814	1	1	1	1	1	1	1	1	1	9
OG0000815	1	1	1	1	1	1	1	1	1	9
OG0000816	1	1	1	1	1	1	1	1	1	9
OG0000817	1	1	1	1	1	1	1	1	1	9
OG0000818	1	1	1	1	1	1	1	1	1	9
OG0000819	1	1	1	1	1	1	1	1	1	9
OG0000820	1	1	1	1	1	1	1	1	1	9
OG0000821	1	1	1	1	1	1	1	1	1	9
OG0000822	1	1	1	1	1	1	1	1	1	9
OG0000823	1	1	1	1	1	1	1	1	1	9
OG0000824	1	1	1	1	1	1	1	1	1	9
OG0000825	1	1	1	1	1	1	1	1	1	9
OG0000826	1	1	1	1	1	1	1	1	1	9
OG0000827	1	1	1	1	1	1	1	1	1	9
OG0000828	1	1	1	1	1	1	1	1	1	9
OG0000829	1	1	1	1	1	1	1	1	1	9
OG0000830	1	1	1	1	1	1	1	1	1	9
OG0000831	1	1	1	1	1	1	1	1	1	9
OG0000832	1	1	1	1	1	1	1	1	1	9
OG0000833	1	1	1	1	1	1	1	1	1	9
OG0000834	1	1	0	1	1	2	0	2	1	9
OG0000835	1	1	1	1	1	2	0	1	1	9
OG0000836	1	1	1	1	2	1	0	1	1	9
OG0000837	2	1	1	1	1	1	0	1	1	9
OG0000838	1	1	1	1	1	1	1	1	1	9
OG0000839	4	1	0	0	0	0	3	0	1	9
OG0000840	1	1	1	1	1	1	1	1	1	9
OG0000841	1	1	1	1	1	1	1	1	1	9
OG0000842	1	1	1	1	1	1	1	1	1	9
OG0000843	1	1	1	1	1	1	1	1	1	9
OG0000844	1	1	1	1	1	1	1	1	1	9
OG0000845	1	1	1	1	1	1	1	1	1	9
OG0000846	1	1	1	1	1	1	1	1	1	9
OG0000847	1	1	1	1	1	1	1	1	1	9
OG0000848	1	1	1	1	1	1	1	1	1	9
OG0000849	1	1	1	1	1	1	1	1	1	9
OG0000850	1	1	1	1	1	1	1	1	1	9
OG0000851	1	1	1	1	1	1	1	1	1	9
OG0000852	1	1	1	1	1	1	1	1	1	9
OG0000853	1	1	1	1	1	1	1	1	1	9
OG0000854	1	1	1	1	1	1	1	1	1	9
OG0000855	1	1	1	1	1	1	1	1	1	9
OG0000856	1	1	1	1	1	1	1	2	0	9
OG0000857	1	1	1	1	1	1	1	1	1	9
OG0000858	1	1	1	1	1	1	1	1	1	9
OG0000859	1	1	1	1	1	1	1	1	1	9
OG0000860	1	1	1	1	1	1	1	1	1	9
OG0000861	1	1	1	1	1	1	1	1	1	9
OG0000862	1	1	1	1	1	1	1	1	1	9
OG0000863	1	1	1	1	1	1	1	1	1	9
OG0000864	1	1	1	1	1	1	1	1	1	9
OG0000865	1	1	1	1	1	1	1	1	1	9
OG0000866	1	1	1	1	1	1	1	1	1	9
OG0000867	1	1	1	1	1	1	1	1	1	9
OG0000868	1	1	1	1	1	1	1	1	1	9
OG0000869	1	1	1	1	1	1	1	1	1	9
OG0000870	1	1	2	1	1	0	1	1	1	9
OG0000871	1	1	1	1	1	1	1	1	1	9
OG0000872	1	1	1	1	1	1	1	1	1	9
OG0000873	1	1	1	1	1	1	1	1	1	9
OG0000874	1	1	1	1	1	1	1	1	1	9
OG0000875	1	1	1	1	1	1	1	1	1	9
OG0000876	1	1	1	1	1	1	1	1	1	9
OG0000877	1	1	1	1	1	1	1	1	1	9
OG0000878	1	1	1	1	1	1	1	1	1	9
OG0000879	1	1	1	1	1	1	1	1	1	9
OG0000880	1	1	1	1	1	1	1	1	1	9
OG0000881	1	1	1	1	1	1	1	1	1	9
OG0000882	1	1	1	1	1	1	1	1	1	9
OG0000883	1	1	1	1	1	1	1	1	1	9
OG0000884	1	1	1	1	1	1	1	1	1	9
OG0000885	1	1	1	1	1	1	1	1	1	9
OG0000886	1	1	1	1	1	1	1	1	1	9
OG0000887	1	1	1	1	1	1	1	1	1	9
OG0000888	1	1	1	1	1	1	1	1	1	9
OG0000889	1	1	1	1	1	1	1	1	1	9
OG0000890	1	1	1	1	1	1	1	1	1	9
OG0000891	1	1	1	1	1	1	1	1	1	9
OG0000892	1	1	1	1	1	1	1	1	1	9
OG0000893	1	1	1	1	1	1	1	1	1	9
OG0000894	1	1	1	1	1	1	1	1	1	9
OG0000895	1	1	1	1	1	1	1	1	1	9
OG0000896	1	1	1	1	1	1	1	1	1	9
OG0000897	2	1	1	0	1	1	1	1	1	9
OG0000898	1	1	1	0	1	1	1	1	2	9
OG0000899	1	1	1	1	1	1	1	1	1	9
OG0000900	1	1	1	1	1	1	1	1	1	9
OG0000901	1	1	1	1	1	1	1	1	1	9
OG0000902	1	1	1	1	1	1	1	1	1	9
OG0000903	1	1	1	1	1	1	1	1	1	9
OG0000904	1	1	2	1	1	1	1	1	0	9
OG0000905	1	1	1	1	1	1	1	1	1	9
OG0000906	1	1	1	1	1	1	1	1	1	9
OG0000907	1	1	1	1	1	1	1	1	1	9
OG0000908	1	0	0	4	2	1	0	1	0	9
OG0000909	1	0	2	3	1	1	0	1	0	9
OG0000910	1	1	1	1	1	1	1	1	1	9
OG0000911	1	1	1	1	1	1	1	1	1	9
OG0000912	1	1	1	1	1	1	1	1	1	9
OG0000913	1	1	1	1	1	1	1	1	1	9
OG0000914	1	1	1	1	1	1	1	1	1	9
OG0000915	1	1	1	1	1	1	1	1	1	9
OG0000916	1	1	1	1	1	1	1	1	1	9
OG0000917	1	1	1	1	1	1	1	1	1	9
OG0000918	1	1	1	1	1	1	1	1	1	9
OG0000919	1	1	1	1	1	1	1	1	1	9
OG0000920	1	1	1	1	1	1	1	1	1	9
OG0000921	1	1	1	1	1	1	1	1	1	9
OG0000922	1	0	1	2	1	1	2	1	0	9
OG0000923	1	1	1	2	1	1	0	1	1	9
OG0000924	1	1	1	1	1	1	1	1	1	9
OG0000925	1	1	1	0	1	2	1	1	1	9
OG0000926	1	1	1	1	1	1	1	1	1	9
OG0000927	1	1	1	1	1	1	1	1	1	9
OG0000928	1	1	1	1	1	1	1	1	1	9
OG0000929	1	1	1	1	1	1	1	1	1	9
OG0000930	1	1	1	1	1	1	1	1	1	9
OG0000931	1	1	1	1	1	1	1	1	1	9
OG0000932	1	1	1	1	1	1	1	1	1	9
OG0000933	1	1	1	1	1	1	1	1	1	9
OG0000934	1	1	1	1	1	1	1	1	1	9
OG0000935	1	1	1	1	1	1	1	1	1	9
OG0000936	1	1	1	1	1	1	1	1	1	9
OG0000937	1	1	1	1	1	1	1	1	1	9
OG0000938	1	1	1	1	1	1	1	1	1	9
OG0000939	1	1	1	1	1	1	1	1	1	9
OG0000940	1	1	1	1	1	1	1	1	1	9
OG0000941	1	1	1	1	1	1	1	1	1	9
OG0000942	1	1	1	1	1	1	1	1	1	9
OG0000943	1	1	1	1	1	1	1	1	1	9
OG0000944	1	1	1	1	1	1	1	1	1	9
OG0000945	1	1	1	1	1	1	1	1	1	9
OG0000946	1	1	1	1	1	1	1	1	1	9
OG0000947	1	1	1	1	1	1	1	1	1	9
OG0000948	1	1	1	1	1	1	1	1	1	9
OG0000949	1	1	1	1	1	1	1	1	1	9
OG0000950	1	1	1	1	1	1	1	1	1	9
OG0000951	1	1	1	1	1	1	1	1	1	9
OG0000952	1	1	1	1	1	1	1	1	1	9
OG0000953	1	1	1	1	1	0	1	2	1	9
OG0000954	1	1	1	1	1	0	1	2	1	9
OG0000955	1	1	1	1	1	0	1	2	1	9
OG0000956	1	1	1	1	1	1	1	1	1	9
OG0000957	1	1	1	1	1	1	1	1	1	9
OG0000958	1	1	1	1	1	1	1	1	1	9
OG0000959	2	1	1	1	1	0	1	1	1	9
OG0000960	1	1	1	1	1	1	1	1	1	9
OG0000961	1	1	1	1	1	1	1	1	1	9
OG0000962	1	1	1	1	1	1	1	1	1	9
OG0000963	1	1	1	1	1	1	1	1	1	9
OG0000964	1	1	1	1	1	1	1	1	1	9
OG0000965	1	1	1	1	1	1	1	1	1	9
OG0000966	1	1	1	1	1	1	1	1	1	9
OG0000967	1	1	1	1	1	1	1	1	1	9
OG0000968	1	2	1	3	0	0	0	1	1	9
OG0000969	1	1	1	1	1	1	1	1	1	9
OG0000970	1	1	1	1	1	1	1	1	1	9
OG0000971	1	1	1	1	1	1	1	1	1	9
OG0000972	1	1	1	1	1	1	1	1	1	9
OG0000973	1	1	1	1	1	1	1	1	1	9
OG0000974	1	1	1	1	1	1	1	1	1	9
OG0000975	1	1	1	1	1	1	1	1	1	9
OG0000976	1	1	0	2	1	1	1	1	1	9
OG0000977	1	1	0	2	1	1	1	1	1	9
OG0000978	1	1	0	2	1	1	1	1	1	9
OG0000979	1	1	0	2	1	1	1	1	1	9
OG0000980	1	1	0	2	1	1	1	1	1	9
OG0000981	1	1	0	2	1	1	1	1	1	9
OG0000982	1	1	0	2	1	1	1	1	1	9
OG0000983	1	1	0	2	1	1	1	1	1	9
OG0000984	1	1	0	2	1	1	1	1	1	9
OG0000985	1	1	0	2	1	1	1	1	1	9
OG0000986	1	1	0	2	1	1	1	1	1	9
OG0000987	1	1	0	2	1	1	1	1	1	9
OG0000988	1	1	1	1	1	1	1	1	1	9
OG0000989	1	1	1	1	1	1	1	1	1	9
OG0000990	2	1	1	1	1	0	1	1	1	9
OG0000991	2	1	1	1	1	0	1	1	1	9
OG0000992	1	1	1	1	1	1	1	1	1	9
OG0000993	1	1	2	1	1	0	1	1	1	9
OG0000994	1	1	1	1	1	1	2	1	0	9
OG0000995	1	1	1	1	1	1	1	1	1	9
OG0000996	1	1	1	1	1	1	1	1	1	9
OG0000997	1	1	1	1	1	1	1	1	1	9
OG0000998	1	1	1	1	1	1	1	1	1	9
OG0000999	1	1	1	1	1	1	1	1	1	9
OG0001000	1	1	1	1	1	1	1	1	1	9
OG0001001	1	1	1	1	1	1	1	1	1	9
OG0001002	1	1	1	1	1	1	1	1	1	9
OG0001003	1	1	1	1	1	1	1	1	1	9
OG0001004	1	1	1	1	1	1	1	1	1	9
OG0001005	1	1	1	1	1	1	1	1	1	9
OG0001006	1	1	1	1	1	1	1	1	1	9
OG0001007	1	1	1	1	1	1	1	1	1	9
OG0001008	1	1	1	1	1	1	1	1	1	9
OG0001009	1	1	1	1	1	1	1	1	1	9
OG0001010	1	1	1	1	1	1	1	1	1	9
OG0001011	1	1	1	1	1	1	1	1	1	9
OG0001012	1	1	1	1	1	1	1	1	1	9
OG0001013	1	1	1	1	1	1	1	1	1	9
OG0001014	1	1	1	1	1	1	1	1	1	9
OG0001015	1	1	1	1	1	1	1	1	1	9
OG0001016	1	1	1	1	1	1	1	1	1	9
OG0001017	1	1	1	1	1	1	1	1	1	9
OG0001018	1	1	1	1	1	1	1	1	1	9
OG0001019	1	1	1	1	1	1	1	1	1	9
OG0001020	1	1	1	1	1	1	1	1	1	9
OG0001021	1	1	1	1	1	1	1	1	1	9
OG0001022	1	1	1	1	1	1	1	1	1	9
OG0001023	1	1	1	1	1	1	1	1	1	9
OG0001024	1	1	1	1	1	1	1	1	1	9
OG0001025	1	1	1	1	1	1	1	1	1	9
OG0001026	1	1	1	1	1	1	1	1	1	9
OG0001027	2	1	1	1	1	0	1	1	1	9
OG0001028	1	1	1	1	1	1	1	1	1	9
OG0001029	1	1	1	1	1	1	1	1	1	9
OG0001030	1	1	1	1	1	1	1	1	1	9
OG0001031	1	1	1	1	1	1	1	1	1	9
OG0001032	1	1	1	1	1	1	1	1	1	9
OG0001033	1	1	1	1	1	1	1	1	1	9
OG0001034	1	1	1	1	1	1	1	1	1	9
OG0001035	1	1	1	1	1	1	1	1	1	9
OG0001036	1	1	1	1	1	1	1	1	1	9
OG0001037	1	1	1	1	1	1	1	1	1	9
OG0001038	1	1	1	1	1	1	1	1	1	9
OG0001039	1	1	1	1	1	1	1	1	1	9
OG0001040	1	1	1	1	1	1	1	1	1	9
OG0001041	1	1	1	1	1	1	1	1	1	9
OG0001042	1	1	1	1	1	1	1	1	1	9
OG0001043	1	1	1	1	1	1	1	1	1	9
OG0001044	1	1	1	1	1	1	1	1	1	9
OG0001045	1	1	1	1	1	1	1	1	1	9
OG0001046	1	1	1	1	1	1	1	1	1	9
OG0001047	1	1	1	1	1	1	1	1	1	9
OG0001048	1	1	1	1	1	1	1	1	1	9
OG0001049	1	1	1	1	1	1	1	1	1	9
OG0001050	1	1	1	1	1	1	1	1	1	9
OG0001051	1	1	1	0	1	2	1	1	1	9
OG0001052	1	1	1	1	1	1	1	1	1	9
OG0001053	1	1	1	1	1	1	1	1	1	9
OG0001054	1	1	1	1	1	1	1	1	1	9
OG0001055	1	1	1	1	1	1	1	1	1	9
OG0001056	1	1	1	1	1	1	1	1	1	9
OG0001057	1	1	1	1	1	1	1	1	1	9
OG0001058	1	1	1	1	1	1	1	1	1	9
